 Entrer le temps:
    0.24500000000000
   i       r         u         rho         p          e
  734  7.163E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  735  7.173E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  736  7.183E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  737  7.192E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  738  7.202E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  739  7.212E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  740  7.222E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  741  7.231E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  742  7.241E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  743  7.251E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  744  7.261E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  745  7.271E-01  9.275E-01  4.263E-01  3.031E-01  1.778E+00
  746  7.280E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  747  7.290E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  748  7.300E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  749  7.310E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  750  7.319E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  751  7.329E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  752  7.339E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  753  7.349E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  754  7.358E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  755  7.368E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  756  7.378E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  757  7.388E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  758  7.397E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  759  7.407E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  760  7.417E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  761  7.427E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  762  7.437E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  763  7.446E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  764  7.456E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  765  7.466E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  766  7.476E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  767  7.485E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  768  7.495E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  769  7.505E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  770  7.515E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  771  7.524E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  772  7.534E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  773  7.544E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  774  7.554E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  775  7.563E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  776  7.573E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  777  7.583E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  778  7.593E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  779  7.603E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  780  7.612E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  781  7.622E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  782  7.632E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  783  7.642E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  784  7.651E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  785  7.661E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  786  7.671E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  787  7.681E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  788  7.690E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  789  7.700E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  790  7.710E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  791  7.720E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  792  7.729E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  793  7.739E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  794  7.749E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  795  7.759E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  796  7.769E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  797  7.778E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  798  7.788E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  799  7.798E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  800  7.808E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  801  7.817E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  802  7.827E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  803  7.837E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  804  7.847E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  805  7.856E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  806  7.866E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  807  7.876E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  808  7.886E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  809  7.896E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  810  7.905E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  811  7.915E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  812  7.925E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  813  7.935E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  814  7.944E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  815  7.954E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  816  7.964E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  817  7.974E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  818  7.983E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  819  7.993E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  820  8.003E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  821  8.013E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  822  8.022E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  823  8.032E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  824  8.042E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  825  8.052E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  826  8.062E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  827  8.071E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  828  8.081E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  829  8.091E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  830  8.101E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  831  8.110E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  832  8.120E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  833  8.130E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  834  8.140E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  835  8.149E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  836  8.159E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  837  8.169E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  838  8.179E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  839  8.188E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  840  8.198E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  841  8.208E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  842  8.218E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  843  8.228E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  844  8.237E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  845  8.247E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  846  8.257E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  847  8.267E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  848  8.276E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  849  8.286E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  850  8.296E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  851  8.306E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  852  8.315E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  853  8.325E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  854  8.335E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  855  8.345E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  856  8.354E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  857  8.364E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  858  8.374E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  859  8.384E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  860  8.394E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  861  8.403E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  862  8.413E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  863  8.423E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  864  8.433E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  865  8.442E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  866  8.452E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  867  8.462E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  868  8.472E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  869  8.481E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  870  8.491E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  871  8.501E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  872  8.511E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  873  8.521E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  874  8.530E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  875  8.540E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  876  8.550E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  877  8.560E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  878  8.569E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  879  8.579E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  880  8.589E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  881  8.599E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  882  8.608E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  883  8.618E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  884  8.628E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  885  8.638E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  886  8.647E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  887  8.657E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  888  8.667E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  889  8.677E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  890  8.687E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  891  8.696E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  892  8.706E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  893  8.716E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  894  8.726E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  895  8.735E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  896  8.745E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  897  8.755E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  898  8.765E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  899  8.774E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  900  8.784E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  901  8.794E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  902  8.804E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  903  8.813E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  904  8.823E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  905  8.833E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  906  8.843E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  907  8.853E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  908  8.862E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  909  8.872E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  910  8.882E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  911  8.892E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  912  8.901E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  913  8.911E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  914  8.921E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  915  8.931E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  916  8.940E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  917  8.950E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  918  8.960E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  919  8.970E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  920  8.979E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  921  8.989E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  922  8.999E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  923  9.009E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  924  9.019E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  925  9.028E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  926  9.038E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  927  9.048E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  928  9.058E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  929  9.067E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  930  9.077E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  931  9.087E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  932  9.097E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  933  9.106E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  934  9.116E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  935  9.126E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  936  9.136E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  937  9.146E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  938  9.155E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  939  9.165E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  940  9.175E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  941  9.185E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  942  9.194E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  943  9.204E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  944  9.214E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  945  9.224E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  946  9.233E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  947  9.243E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  948  9.253E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  949  9.263E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  950  9.272E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  951  9.282E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  952  9.292E-01  9.275E-01  2.656E-01  3.031E-01  2.854E+00
  953  9.302E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  954  9.312E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  955  9.321E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  956  9.331E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  957  9.341E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  958  9.351E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  959  9.360E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  960  9.370E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  961  9.380E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  962  9.390E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  963  9.399E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  964  9.409E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  965  9.419E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  966  9.429E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  967  9.438E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  968  9.448E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  969  9.458E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  970  9.468E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  971  9.478E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  972  9.487E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  973  9.497E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  974  9.507E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  975  9.517E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  976  9.526E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  977  9.536E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  978  9.546E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  979  9.556E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  980  9.565E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  981  9.575E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  982  9.585E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  983  9.595E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  984  9.604E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  985  9.614E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  986  9.624E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  987  9.634E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  988  9.644E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  989  9.653E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  990  9.663E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  991  9.673E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  992  9.683E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  993  9.692E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  994  9.702E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  995  9.712E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  996  9.722E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  997  9.731E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  998  9.741E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
  999  9.751E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1000  9.761E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1001  9.771E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1002  9.780E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1003  9.790E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1004  9.800E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1005  9.810E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1006  9.819E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1007  9.829E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1008  9.839E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1009  9.849E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1010  9.858E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1011  9.868E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1012  9.878E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1013  9.888E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1014  9.897E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1015  9.907E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1016  9.917E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1017  9.927E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1018  9.937E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1019  9.946E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1020  9.956E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1021  9.966E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1022  9.976E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1023  9.985E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1024  9.995E-01  0.000E+00  1.250E-01  1.000E-01  2.000E+00
 1025  1.000E+00  0.000E+00
